Filename,Chroma_Frequencies,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,RMSE,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,Label
danie.au,0.136188136,1.281567744,0.935533308,1.096813551,1.435854886,-0.88525954,-0.291176529,-0.940661494,0.428736498,-0.721066438,-0.882084574,0.021686654,-1.6075508,-0.426153153,0.159853073,-0.598282702,0.018213666,-0.742429316,-1.176364424,-0.102272737,-0.283420017,-1.531211457,0.410305805,1.289006616,-1.307267248,0.385509083,1
danie1.au,-0.194556178,1.699861811,0.75831506,1.219247747,2.060989155,-0.423692721,0.061980978,-1.29244317,0.559073028,-0.36877689,-1.314668137,0.13562504,-2.617556759,-0.199358067,-0.161829156,-0.553670012,-0.167763333,-1.644913134,-0.477330586,-0.08472197,-0.221077235,-1.008567516,0.097016122,1.039565788,-1.010807138,0.130191186,1
dialogue.au,-0.064853363,0.453221842,-0.020367191,0.178100185,0.278701601,0.500644138,0.425646861,-0.824548614,-0.323059436,1.206847357,-0.015032132,0.488143645,0.652775132,-0.287892879,0.643003193,0.196227612,0.714884054,0.512587432,0.081097723,-0.025266332,-0.085166009,0.210747905,-1.241633295,0.1537946,0.204604789,-1.290227424,1
dialogue1.au,0.392145814,0.142398901,0.124262267,0.134515106,-0.455706448,-0.597232665,-0.596190171,-0.680561628,-0.073592425,1.52903072,-0.245370635,0.188418361,1.115904594,-0.05746803,1.112447643,0.214008235,0.76159807,0.878627149,1.040965397,0.062689534,-0.160153124,0.681179844,-2.169524017,-0.933751928,0.072125985,-2.047459826,1
dialogue2.au,0.35495062,0.982029396,0.518292316,0.761652882,0.448694079,1.046005658,0.842138083,-1.218296965,-0.050313378,1.430121419,0.401208497,0.847270084,0.528793157,-0.377644116,0.624283961,-0.009602076,0.609347339,0.46125593,0.833403991,0.058235218,-0.49978275,0.498762453,-1.717072277,-0.754627923,-0.371271142,-1.599935833,1
diamond.au,0.908498034,1.051487909,0.679388381,0.700954983,0.450502721,-1.318491758,-1.696140993,-1.086417096,0.719523564,0.677653738,1.217377156,-0.036444163,-1.107843683,2.137563891,-1.626923435,0.724131444,1.174816272,-0.234106231,-0.190625182,1.036047222,-0.0297288,0.101027328,-0.114963981,-0.712716198,-0.519983969,-0.253548862,1
ellhnika.au,1.131559037,1.576939111,1.342889363,1.552546221,1.839271502,-1.036954134,-0.34354447,-0.89876475,0.271906219,-1.763558772,-0.596728212,-0.126239419,-0.825347633,-0.669346623,-0.974298199,-0.03745767,-0.833289888,0.028860486,-0.372648525,0.015500777,-0.374321502,0.608700816,-0.174047684,0.656066062,0.30490071,0.896576259,1
emil.au,2.131966297,1.607172633,1.786030606,1.953666012,1.575209762,-1.573940394,-0.954824216,-0.77627697,0.842273693,-1.724125592,-0.80919492,0.553827476,-0.042648677,0.091039083,-0.015905577,-0.836957123,-0.550629966,0.456485494,-1.324128577,-0.843078302,0.127571542,0.543828411,-0.481889075,0.44736025,-0.107880867,0.769179261,1
female.au,-0.615124474,-0.969402713,-1.155901876,-1.04971003,-0.714232948,-0.243269368,-0.689043216,0.929749047,-0.864161669,0.731961256,1.354517903,-1.429980978,-0.636412928,2.238089239,-0.441791935,-0.026720307,1.796525345,-0.073352441,1.157318309,1.778256816,-0.112743971,0.846531759,0.95165469,-0.364898072,0.207577557,0.310300232,1
fem_rock.au,0.064528783,0.105846384,0.103127769,0.064450846,-0.314224927,-1.146174061,-1.869685314,0.074307257,0.12543051,-0.082619584,0.340492897,-1.499609883,1.007591422,-1.320924974,-0.687052855,-1.268025847,-0.137980187,-1.074889582,-1.925426096,-1.197652487,-0.556260552,-0.984927389,-0.726804353,-0.043238474,-1.034975258,-1.416629486,1
fire.au,0.97945456,-0.24725109,0.236442035,-0.302761747,-1.042839359,-0.564780643,-1.192556728,0.083627328,1.116299467,-0.673773759,0.511568305,0.218111626,0.196802914,-0.076330271,-2.009227569,-0.5271714,-0.298942294,0.274539933,-1.265960302,0.212563006,-0.40935515,0.138437515,-0.305489407,-0.374774644,-0.355284613,-0.576623463,1
geography.au,0.576940729,0.744624334,0.523521434,0.661523502,-0.017875945,-1.609617488,-2.378617763,-1.236131862,0.149990692,1.456114095,-0.124613602,0.717307329,-0.349899943,0.183587526,0.735855002,-0.652503178,1.860556112,-0.793907878,0.567108152,0.887294316,-0.75207901,0.002005132,-1.039404498,-0.640520982,-0.756627874,-0.869677505,1
geography1.au,0.630450399,0.665941395,0.258974148,0.437665388,0.251253967,-0.613753823,-0.613559072,-0.918819159,0.090006084,1.183763433,0.012516655,0.499221062,-0.277483991,-0.058799435,0.594643825,-1.22931462,1.695924472,-0.869191419,-0.338082949,1.154076422,-0.796699345,-0.128974002,-0.961547313,-1.148675864,-0.527413811,-1.056050317,1
georg.au,1.916579178,0.603152317,0.816456178,0.707697656,0.117702645,-0.484363414,-0.213542362,-0.593234038,0.182998452,-0.774927545,0.978802975,0.417789039,-0.528275654,0.313043762,0.50195454,0.14130855,0.816750594,1.306365305,-0.149158071,0.576286384,0.941093323,0.684171697,0.287371323,1.68877088,-0.001205196,1.308056097,1
god.au,0.53608067,0.122990027,0.48765121,0.251051195,-0.935076093,-0.607420217,-0.425261209,-0.536188459,0.233037139,0.456265099,0.559261944,0.719155389,1.122523218,-0.671512716,-1.45071618,0.15893067,0.277573935,-0.747761383,-0.440698843,-0.796636417,-0.41309122,0.132106059,-0.741267037,-0.385667721,-0.635799164,-0.281965007,1
greek.au,2.496836167,-0.090849602,1.119497953,0.565776167,-1.113763965,-0.748423605,-0.695674475,-0.486625449,1.084906869,-0.319823029,0.210496156,0.793388008,0.282789261,0.874288089,1.520935134,1.317532483,0.941128733,2.067394828,0.463213016,1.12788904,0.622949939,2.125799427,0.532564239,1.732959805,1.022171352,0.987730041,1
greek1.au,0.798611875,1.235385942,0.844063719,1.02185497,1.47424381,-0.739197654,-0.12265112,-0.739691033,0.27464236,-1.378703805,-0.461462542,0.558918582,-2.202697755,0.153185721,-0.750677963,0.407184481,-0.658536955,0.323683724,-0.034727466,-0.786157467,-0.993127557,1.426156483,-1.313776305,0.193468662,0.528898958,-0.1246743,1
india.au,0.943989534,0.939215988,1.291093654,1.232982308,0.663226851,-1.146741781,-0.478962341,-0.438164366,0.528006061,-1.706784425,-0.288255625,-0.108856361,-0.680597937,0.1383502,0.281408943,0.969470932,-1.118060293,0.699143498,-0.045895349,-0.873097865,0.81921027,0.015065066,-0.804459046,0.914826013,-0.581019182,0.724527683,1
jony.au,0.202860661,-0.462028391,-0.828889236,-0.58978915,-0.295184497,-0.605747733,-0.714633498,0.367526801,-1.244882604,-0.233280844,0.890649162,0.08115232,0.498742966,0.827864331,-0.008895211,0.096239932,1.159284011,1.025386512,0.660423704,0.173044766,0.528386648,0.868658358,-0.637551217,-0.703475798,0.296468658,-0.757944996,1
jvoice.au,0.646871623,-1.003625798,-0.462849496,-0.997540851,-1.311710894,-1.009444237,-1.440112084,0.925110669,1.150774147,0.632302758,0.619849577,-0.050477736,1.992586944,0.182625898,0.61776825,1.677335867,-0.245873808,1.030109327,-1.566952049,0.30639355,0.100842063,-0.430059144,-0.880216622,0.762211828,-1.052902305,-0.666822923,1
kedar.au,1.071141078,1.194889456,1.159390956,1.250621251,1.034932606,-0.874158756,-0.202340292,-0.655857099,0.428523508,-1.128305588,-0.215459131,-0.121635976,-0.474521072,-0.113700728,0.007434951,-0.144472186,-1.520407248,0.976275009,-0.367695566,-1.341824039,1.169834356,0.414265068,-0.611926422,1.472934094,-0.177978105,0.132210004,1
kid.au,0.186164882,1.153495532,0.692552879,0.865721256,0.697253172,-1.014941158,-1.025352037,-1.530442897,0.328036267,1.349457675,0.054243378,0.397320383,0.624955814,-0.371379499,0.92976168,-0.112235849,0.604811545,1.132881898,-0.704843722,0.733664632,-0.585883998,-1.784924496,-0.999749773,-0.661418263,-1.14290165,-1.031946006,1
lena.au,0.063848159,1.909364462,0.894110395,1.381452635,2.315888433,0.476025922,0.240004495,-1.300522235,0.259052926,-2.181074188,-1.16281924,-0.744438556,-0.641735559,-0.322807479,-0.709954439,1.112120543,-0.666153379,0.370325482,-1.838103147,-0.255008901,-0.760128868,-0.666089147,-0.502093336,-0.350242102,-0.714619459,0.578542947,1
male.au,0.764471802,-0.435811439,-0.255343874,-0.39850216,-0.815357902,0.352402343,-0.127625131,0.591983226,0.450934665,0.45310086,0.902771539,-0.509853487,0.139016999,-1.126309328,-1.295184207,-0.87579242,-0.171519602,-0.705068305,-1.108129766,0.141862655,-0.398824709,0.569400283,-0.75564378,-0.445318975,-0.115805571,-0.705490866,1
my_voice.au,1.329641914,1.587710879,1.520138975,1.796646198,1.475873576,-1.277112816,-0.708243524,-0.89016799,0.737242189,-1.321577991,-0.30343557,0.822787165,-1.163405461,0.436011261,-0.202577845,0.561629826,-0.817614041,0.022128496,-0.68830881,-1.06344952,-0.281612906,0.526212833,-1.042156605,1.323411538,-0.077299931,-0.29807024,1
nether.au,0.891735218,1.242537724,0.89322995,1.129647736,1.360587551,-0.643247159,0.021793627,-0.919005466,0.55744863,0.192218622,-0.835567639,0.113218889,-1.433193673,0.739959703,-0.895067549,0.542542884,-0.717856407,-0.825277123,0.176242804,-1.11004737,0.963017187,0.98526378,-0.308953708,0.726314447,-0.102908993,1.448785375,1
news1.au,0.978885808,0.944640783,0.433678582,0.704589381,0.858947759,0.61391021,1.264319915,-0.918480987,-0.095623958,0.384562381,-0.686930831,0.701197734,-0.382133929,0.25757936,-0.331952398,0.530090876,0.013052104,1.409811286,-0.873422617,-0.476039318,-0.561684587,0.031472847,-1.349415896,-0.479376722,0.030527265,-1.13450791,1
news2.au,0.739320319,0.43439388,-0.277090565,0.012669336,0.549540779,-0.982348136,-0.724844575,-0.563463458,-0.845081485,1.305365486,1.200097672,0.141980449,-0.093644511,0.505668945,-1.36009538,0.293812023,0.506243735,-0.371288858,-0.45524885,0.582289998,-0.679993486,-0.309914926,0.038593859,-0.95120225,-0.113810422,-0.319731721,1
nj105.au,0.08603974,-0.153688593,-0.523117129,-0.299452715,-0.128690053,-1.345016369,-1.991522052,0.216362803,-0.687925715,0.480709317,1.467314901,-0.580616588,-0.475649285,1.144718245,-0.248446769,0.238716933,1.758170998,-0.622987246,0.34060455,1.362075977,-0.379935143,-0.156897448,0.19925546,-0.320569218,-0.187288949,0.113327861,1
nj105a.au,-0.101501154,0.230818025,-0.191357522,0.110085033,0.059130468,0.962503275,0.58697771,-0.345798124,-0.538171786,1.178405115,-0.060325363,-0.056221434,0.147516748,0.323942519,0.597999555,0.022620263,0.482100686,-0.217091564,-0.365235872,0.426655199,-0.835579425,-0.703624953,-0.742517756,-0.626482401,-0.962403907,-0.261797159,1
oneday.au,0.511808788,-1.90027126,-0.890100665,-1.76016204,-2.115403847,-0.774922867,-2.353010699,0.449110955,1.823889589,-0.215129197,1.103474317,0.763907527,1.216614447,-0.027532052,0.721874942,-0.074653592,0.0524156,-0.78793816,0.162515225,0.063245935,-0.444942042,-1.797488742,0.482607417,-1.000797333,-0.768465268,-0.567853743,1
psychic.au,0.564806923,-0.944832725,-1.463387168,-1.051288397,-0.502274013,0.439537463,0.207058871,1.603027256,-1.809679427,-0.460719687,1.30094985,-0.891538315,-0.326987762,1.43947211,-0.608891843,0.920387074,1.286819635,-1.093096353,1.281520909,0.607963017,-0.988444845,0.719474374,0.44300442,-0.827966952,1.016139571,0.675635997,1
pulp.au,1.147587856,0.539911503,-0.115206437,0.036545597,1.114314104,-0.900323099,0.238259033,-0.48830613,-1.344614238,-0.336788906,-0.632171739,-1.247028414,-1.041945433,-1.223736181,-0.70600467,1.064681669,-0.253728386,1.073600546,0.934140694,1.30297057,2.108477349,1.657337473,1.157793587,2.073697892,1.907009302,0.650629145,1
pulp1.au,1.099432227,0.836432401,-0.017983574,0.3115068,1.711682737,-0.739134974,0.339332325,-0.724404947,-1.375662934,-0.894502448,-0.588005819,-0.944603743,-1.87515731,-0.616139968,-0.881130272,-0.907286716,-1.072634697,1.485771286,0.970746441,0.23933123,1.887961053,0.987303055,0.388620208,0.255648039,0.616374897,0.685508714,1
pulp2.au,0.231516034,0.790585669,0.208990382,0.488872317,1.356105697,-0.767923417,0.004097948,-0.68271695,-0.996233808,-0.997975813,-0.801170697,-0.302807615,-1.556492358,-0.839212082,0.063939612,-0.430169289,-1.730736891,1.247645556,-0.139558539,-0.084201109,2.000315124,1.143608262,0.671725389,1.042924864,0.557078752,0.863183942,1
relation.au,-0.010626774,-0.220745817,-0.735483309,-0.407335476,-0.106300654,-0.052550411,0.040195245,0.274082376,-1.139092993,0.855203603,0.652726988,-0.998657749,0.028503063,1.332825037,0.043879842,0.27447399,0.839914449,-1.009234964,0.58958037,1.268982873,-0.540846686,-0.369031048,-0.084148782,-0.9656674,-0.112103426,-0.137716419,1
serbian.au,-0.678969464,1.214747605,0.6182789,0.986729384,1.252208154,-0.443537436,-0.029054264,-1.104067512,0.074543423,-0.628348723,-1.867568705,-0.53884168,-0.95227606,-1.076814184,0.552237485,-1.136828153,0.257807218,0.924730304,-1.521235679,0.340671035,0.108627394,-1.375880148,-0.390477213,-0.293725552,-0.899318406,0.407601123,1
shannon.au,0.424313615,1.421906154,1.085723139,1.382407963,1.030888005,-0.903828703,-0.265964728,-0.881818074,0.828219962,-0.764388197,-1.498721323,-0.010718514,-1.538635567,0.31547171,0.8275245,0.56730471,-0.929487591,2.601269354,-0.849486202,1.342174579,0.289858776,-1.598695737,0.869724359,-0.043949556,-1.117143448,1.935670923,1
sleep.au,1.020491821,0.574620237,0.399443049,0.444449596,0.079025531,-1.484738936,-1.848938875,-0.847593076,0.052797702,1.149371802,0.15072537,0.455591367,0.129501566,-0.52476297,1.537026463,-0.479205545,1.685512677,-0.132990447,0.628608724,0.762094411,-0.668251008,0.584513622,-1.303505895,-0.933714079,-0.320789111,-1.46608274,1
smoke1.au,0.117712659,-0.071966262,-0.265709799,-0.179462218,-0.244741272,-0.047642343,-0.082214773,-0.144615522,-0.495630411,0.899186002,0.702863356,-0.122767095,0.79560339,0.540687055,1.030854135,0.470869495,1.124418297,0.091439885,0.931649186,0.84144236,-0.29195973,0.172117338,-0.510425342,0.234341285,-0.005496267,-1.016718298,1
smoking.au,0.47194191,-0.646285254,-0.956867543,-0.821525253,-0.512529609,0.179194211,0.040126307,0.776815128,-1.123045476,-0.152069356,1.242591517,0.117648235,-0.335663379,-0.141921669,0.291902452,0.94185706,1.042770532,-0.454047351,0.593231476,0.99736528,-0.066751181,0.621717738,0.178456512,0.102468004,0.253254318,-0.327589957,1
stupid.au,0.331034421,0.543470575,0.181962639,0.326764346,0.204418088,-0.627209241,-0.448911232,-1.100142269,-0.215885263,1.52737627,0.226788321,0.766947519,0.104615171,0.077057783,1.208983518,0.320257851,0.800386459,0.214654001,0.095669167,-0.047751157,0.220294348,0.537279231,-1.027525405,0.089588882,0.411299961,-1.535238118,1
teachers.au,0.542374092,0.024544761,-0.374486876,-0.145340419,-0.074232039,-0.146508036,-0.150384395,-0.050070213,-0.816157606,0.82615717,0.664156216,-0.508736153,0.325228637,0.896477926,-0.035928571,0.019799961,0.491923235,-0.402973876,0.02722864,-0.329423568,-0.465624087,0.338652633,-0.875384157,-0.876727837,0.091712164,-0.945480221,1
teachers1.au,-0.032712462,-0.935088127,-1.400359397,-1.085070986,-0.668251702,-0.150338131,-0.316467019,1.228803878,-1.530594097,-0.299072667,1.051481651,-1.062547381,-0.419634091,1.72852868,-0.126051246,0.965869583,1.292776318,-1.426509319,0.554271583,0.839717545,-1.271101271,-0.333038882,-0.294785401,-1.594815064,-0.63525396,-0.287098403,1
teachers2.au,-0.35341181,-0.38760778,-1.083797978,-0.660677206,0.202599508,2.569229288,1.006882754,0.687284986,-0.99756032,1.231469034,1.380826479,-1.19999443,0.248447949,1.529277746,-0.228007966,-0.036722531,0.99618473,-0.303828805,0.648371507,0.698075765,-0.782800068,0.559139083,0.034520095,-1.099022841,-0.053023621,0.253876816,1
thlui.au,0.639304486,0.987230885,0.424527664,0.812084473,1.101315732,0.125314628,0.430845376,-0.373417557,-0.299642462,-0.736945116,-0.793783653,-1.281523744,-0.214085684,-1.425016078,-0.190378486,1.588241352,-1.00537177,0.737655611,1.149727678,-0.836373651,-0.126554875,0.908906883,-1.672890245,0.755422988,-0.144134973,-0.529119218,1
undergrad.au,0.482988597,-0.298440307,0.064991271,-0.446573123,-0.661086697,0.352419205,-0.435999984,0.29201669,1.256418473,-0.684395105,0.265513989,0.10553484,0.036834811,0.187557728,-2.282562263,-1.287165531,-0.592359517,-0.028537963,-0.73918975,0.079024155,-0.474105859,-0.129569658,-0.960475839,0.119507531,-1.019613182,-0.52865439,1
vegetables.au,-0.314986455,-0.532640768,-0.901240585,-0.723389599,-0.270390201,0.338616887,0.035340743,0.561345821,-1.338807649,0.040849594,1.657509833,-1.083634867,-0.233121307,1.144644843,0.188466861,1.593173876,1.177900975,-1.270648025,1.8984583,1.201339768,-1.017042688,1.144673266,0.251135112,-1.240004697,0.883493399,0.475652231,1
vegetables1.au,-0.169417077,-0.606294482,-0.822426388,-0.670452005,-0.467790562,0.288568174,-0.299307429,0.615586872,-0.90098449,0.666500358,1.559040262,-1.154672937,0.176316238,1.394103432,-0.492189934,-0.055928625,1.311272203,-0.334150479,0.765323253,1.444217262,0.01246966,0.714541045,0.466365667,-0.561464893,0.307633296,-0.124961731,1
vegetables2.au,-0.282849397,-1.056034451,-1.440376659,-1.149458663,-0.829320221,-0.458872125,-0.830961952,1.248435573,-1.558704318,-0.271871435,1.502190835,-1.554166907,-0.399465942,2.111139215,-0.413965276,0.825301993,1.817643488,-1.259596544,0.277390351,1.165901345,-1.085072729,0.28766321,0.43273067,-1.28903272,0.533300904,1.313579061,1
voice.au,0.013917528,-0.433825736,-0.842100173,-0.592724358,-0.406068168,-0.05155686,-0.252397883,0.522624132,-0.966668662,0.442806123,1.069893495,-0.861883008,-0.356757961,1.50711735,-0.491253432,0.017623036,1.507715551,-0.782503856,0.365784994,1.138893537,-0.365492156,-0.011270728,0.370022474,-0.746219961,-0.313183103,-0.076277645,1
voices.au,0.670464162,0.022726673,0.057616739,-0.084420995,-0.304237645,-0.606729968,-0.601408189,0.000577243,0.816911957,0.961328334,0.70952946,-0.015750727,0.610438933,-0.34222297,-0.407414718,1.502968964,-1.409184018,-0.074630653,-0.73632041,-0.842763252,0.208475751,0.391713558,-1.339783364,0.046991022,-0.309441709,-0.236403221,1
